"id","Y","AckA","Pta","AADH","ADH","LLdh","DLdh","PflA","PflB","FocA"
"1944646.3","0","1","1","0","0","1","0","0","0","0"
"1907662.3","0","1","1","0","1","0","0","0","0","0"
"2292042.3","0","1","1","0","0","1","0","0","0","0"
"1034345.3","0","1","1","0","0","1","0","0","0","1"
"2509433.3","0","1","1","0","0","1","0","0","0","0"
"649764.3","0","1","1","0","1","0","0","0","0","1"
"572010.5","1","1","1","0","1","1","0","1","1","1"
"742818.3","0","1","1","0","0","1","0","0","0","1"
"649747.3","0","1","0","1","1","0","0","0","0","1"
"66863.3","0","0","0","0","0","0","0","0","0","0"
"1408.101","0","1","1","0","1","1","0","0","0","0"
"1423.136","0","1","1","0","1","1","0","0","0","1"
"999891.3","0","1","1","0","1","1","0","0","0","1"
"1001582.3","0","1","1","0","1","1","0","0","0","1"
"692420.6","0","1","1","0","1","1","0","0","0","1"
"1034836.4","0","1","1","0","1","1","0","0","0","1"
"334727.3","0","1","1","0","1","1","0","0","0","1"
"720557.3","0","1","1","0","1","1","0","0","0","1"
"720555.4","0","1","1","0","1","1","0","0","0","1"
"1452.26","0","1","1","0","1","1","0","0","0","1"
"1664069.27","1","1","1","1","1","1","0","1","1","1"
"260554.3","0","1","1","0","1","1","0","0","0","1"
"279010.13","1","1","1","1","1","1","0","1","1","1"
"1402.62","1","1","1","1","1","1","0","1","1","1"
"1402.76","1","1","1","1","1","1","0","1","1","1"
"1051501.3","0","1","1","0","1","1","0","0","0","1"
"766760.3","1","1","1","1","1","1","0","1","1","1"
"315750.8","0","1","1","0","1","1","0","0","0","0"
"1274524.3","1","1","1","1","1","1","0","1","1","0"
"1052585.4","0","1","1","0","1","1","0","0","0","1"
"936156.3","0","1","1","0","1","1","0","0","0","1"
"1052588.4","0","1","1","0","1","1","0","0","0","1"
"1192196.3","0","1","1","0","1","1","0","0","0","1"
"1147161.3","0","1","1","0","1","1","0","0","0","1"
"1220533.3","0","1","1","0","1","1","0","0","0","1"
"224308.1","0","1","1","0","1","1","0","0","0","1"
"1302650.3","0","1","1","0","1","1","0","0","0","1"
"135461.13","0","1","1","0","1","1","0","0","0","1"
"1051502.3","0","1","1","0","0","1","0","0","0","1"
"1390.112","0","1","1","0","1","1","0","0","0","1"
"1155777.3","0","1","1","0","1","1","0","0","0","1"
"1150475.3","0","1","1","0","1","1","0","0","0","1"
"326423.5","0","1","1","0","1","1","0","0","0","1"
"1423.135","0","1","1","0","1","1","0","0","0","1"
"1126211.3","0","1","1","0","1","1","0","0","0","1"
"1225788.3","0","1","1","0","1","1","0","0","0","1"
"1121090.3","0","1","1","0","1","0","0","0","0","0"
"1398.105","1","1","1","1","1","1","1","1","1","0"
"1398.106","1","1","1","1","1","1","1","1","1","0"
"405535.8","1","1","1","1","1","1","0","1","1","1"
"526985.3","1","1","1","1","1","1","0","1","1","1"
"527029.3","1","1","1","1","1","1","0","1","1","1"
"527022.3","1","1","1","1","1","1","0","1","1","1"
"281309.8","1","1","1","1","1","1","0","1","1","1"
"526970.3","1","1","1","1","1","1","0","1","1","1"
"527028.3","1","1","1","1","1","1","0","1","1","1"
"527032.3","1","1","1","1","1","1","0","1","1","1"
"1428.250","1","1","1","1","1","1","0","1","1","1"
"1428.252","1","1","1","1","1","1","0","1","1","1"
"526979.3","1","1","1","1","1","1","0","1","1","1"
"412694.7","1","1","1","1","1","1","0","1","1","1"
"527023.3","1","1","1","1","1","1","0","1","1","1"
"526987.3","1","1","1","1","1","1","0","1","1","1"
"526980.3","1","1","1","1","1","1","0","1","1","1"
"665957.3","1","1","1","1","1","1","0","1","1","1"
"526967.3","1","1","1","1","1","1","0","1","1","1"
"1279365.3","1","1","1","1","1","1","0","1","1","1"
"526989.3","1","1","1","1","1","1","0","1","1","1"
"527027.3","1","1","1","1","1","1","0","1","1","1"
"526991.3","1","1","1","1","1","1","0","1","1","1"
"526978.3","1","1","1","1","1","1","0","1","1","1"
"1396.426","1","1","1","1","1","1","0","1","1","1"
"526969.3","1","1","1","1","1","1","0","1","1","1"
"405532.5","1","1","1","1","1","1","0","1","1","1"
"526974.3","1","1","1","1","1","1","0","1","1","1"
"714359.3","1","1","1","1","1","1","0","1","1","1"
"226900.1","1","1","1","1","1","1","0","1","1","1"
"526982.3","1","1","1","1","1","1","0","1","1","1"
"526986.3","1","1","1","1","1","1","0","1","1","1"
"1405.8","1","1","1","1","1","1","0","1","1","1"
"526992.3","1","1","1","1","1","1","0","1","1","1"
"526976.3","1","1","1","1","1","1","0","1","1","1"
"526972.3","1","1","1","1","1","1","0","1","1","1"
"526990.3","1","1","1","1","1","1","0","1","1","1"
"526997.3","1","1","1","1","1","1","0","1","1","1"
"526993.3","1","1","1","1","1","1","0","1","1","1"
"526994.3","1","1","1","1","1","1","0","1","1","1"
"361100.6","1","1","1","1","1","1","0","1","1","1"
"526975.3","1","1","1","1","1","1","0","1","1","1"
"405534.9","1","1","1","1","1","1","0","1","1","1"
"1217984.3","1","1","1","1","1","1","0","1","1","1"
"222523.1","1","1","1","1","1","1","0","1","1","1"
"930170.3","1","1","1","1","1","1","0","1","1","1"
"1405.13","1","1","1","1","1","1","0","1","1","1"
"526998.3","1","1","1","1","1","1","0","1","1","1"
"1286404.3","1","1","1","1","1","1","1","1","1","1"
"527031.3","1","1","1","1","1","1","1","1","1","1"
"541229.3","1","1","1","1","1","1","0","1","1","1"
"527025.3","1","1","1","1","1","1","1","1","1","1"
"527021.3","1","1","1","1","1","1","0","1","1","1"
"527030.3","1","1","1","1","1","1","0","1","1","1"
"1218175.3","1","1","1","1","1","1","0","1","1","1"
"527020.3","1","1","1","1","1","1","0","1","1","1"
"405531.7","1","1","1","1","1","1","0","1","1","1"
"1217737.3","1","1","1","1","1","1","0","1","1","1"
"527026.3","1","1","1","1","1","1","0","1","1","1"
"527019.3","1","1","1","1","1","1","0","1","1","1"
"1195464.3","1","1","1","1","1","1","0","1","1","1"
"526988.3","1","1","1","1","1","1","0","1","1","1"
"526981.3","1","1","1","1","1","1","0","1","1","1"
"526984.3","1","1","1","1","1","1","0","1","1","1"
"526983.3","1","1","1","1","1","1","0","1","1","1"
"527024.3","1","1","1","1","1","1","0","1","1","1"
"1396.420","1","1","1","1","1","1","0","1","1","1"
"269801.10","1","1","1","1","1","1","0","1","1","1"
"526977.3","1","1","1","1","1","1","0","1","1","1"
"526971.3","1","1","1","1","1","1","0","1","1","1"
"1196029.3","0","1","1","0","1","1","0","0","0","0"
"592022.4","0","1","1","1","1","1","0","0","0","1"
"545693.3","0","1","1","1","1","1","0","0","0","1"
"1138452.3","0","1","1","1","1","1","0","0","0","1"
"1404.50","0","1","1","1","1","1","0","0","0","1"
"1348623.7","0","1","1","0","1","1","0","0","0","1"
"1006007.3","0","1","1","0","1","1","0","0","0","1"
"1936234.3","1","1","1","0","1","1","0","1","1","0"
"1033734.3","1","1","1","0","1","1","0","1","1","0"
"35841.37","1","1","1","1","1","1","0","1","1","0"
"1367477.3","0","0","1","0","1","1","0","0","0","1"
"1816695.3","1","1","1","1","1","1","0","1","1","1"
"1805475.3","1","1","1","1","1","1","0","1","1","0"
"1202533.3","1","1","1","1","1","1","0","1","1","1"
"1034347.3","1","1","1","1","1","1","0","1","1","1"
"665952.3","0","0","0","0","1","1","0","0","0","1"
"1231627.3","0","0","0","1","1","0","0","0","0","0"
"714961.3","0","0","0","1","1","0","0","0","0","0"
"1421.41","0","0","0","1","1","0","0","0","0","0"
"1421.40","0","0","0","1","1","0","0","0","0","0"
"1421.39","0","0","0","1","1","0","0","0","0","0"
"444177.5","0","0","0","1","1","0","0","0","0","0"
"1421.38","0","0","0","1","1","0","0","0","0","0"
"1285586.5","0","0","0","0","1","0","0","0","0","0"
"1231057.3","0","1","1","1","1","1","0","0","0","0"
"1078085.3","0","1","1","0","0","0","0","0","0","0"
"1160707.3","0","0","0","0","1","0","0","0","0","1"
"2042310.3","0","1","1","0","1","0","0","0","0","0"
"2042304.3","1","1","1","1","1","1","0","1","1","0"
"946235.3","0","1","1","0","1","1","0","0","0","0"
"2040293.3","0","1","1","0","1","0","0","0","0","0"
"2045014.3","0","1","1","1","1","1","0","0","0","0"
"398511.4","0","1","1","0","1","1","0","0","0","0"
"66692.6","0","1","1","0","1","1","0","0","0","0"
"272558.8","0","1","1","0","1","1","0","0","0","0"
"1444307.3","0","1","0","1","1","0","0","0","0","0"
"1246477.3","0","1","0","1","1","0","0","0","0","0"
"1300222.3","0","0","0","0","1","0","0","0","0","0"
"1129895.3","0","1","0","0","1","0","0","0","0","0"
"358681.3","0","1","0","1","1","0","0","0","0","0"
"1118054.3","0","0","0","1","1","0","0","0","0","0"
"2997959.3","1","1","0","1","1","1","0","1","1","0"
"451640.5","1","1","0","1","1","1","0","1","1","0"
"2292991.3","1","1","0","1","1","1","0","1","1","0"
"2292992.3","1","1","0","1","1","1","0","1","1","0"
"2049022.3","1","1","0","1","1","1","0","1","1","0"
"556262.3","1","1","0","1","1","1","0","1","1","1"
"469596.3","1","1","0","1","1","1","0","1","1","1"
"1297794.4","1","1","0","1","1","1","0","1","1","0"
"999415.3","1","1","1","1","1","0","1","1","1","0"
"2292228.3","1","1","0","1","1","0","1","1","1","0"
"1982628.27","1","1","0","1","1","0","1","1","1","0"
"1982628.32","1","1","0","1","1","0","1","1","1","0"
"2292033.3","1","1","0","1","1","0","1","1","1","0"
"1982628.3","1","1","0","1","1","0","1","1","1","0"
"2292230.3","1","1","0","1","1","0","1","1","1","0"
"2292034.3","1","1","0","1","1","0","1","1","1","0"
"2292345.3","1","1","0","1","1","0","1","1","1","0"
"1982628.26","1","1","0","1","1","0","1","1","1","0"
"2293084.3","1","1","0","1","1","0","1","1","1","0"
"1982626.4","1","1","0","1","1","0","1","1","1","0"
"2293066.3","1","1","0","1","1","0","1","1","1","0"
"1982626.42","1","1","0","1","1","0","1","1","1","0"
"1982626.39","1","1","0","1","1","0","1","1","1","0"
"1982626.40","1","1","0","1","1","0","1","1","1","0"
"2293068.3","1","1","0","1","1","0","1","1","1","0"
"2293085.3","1","1","0","1","1","0","1","1","1","0"
"2293064.3","1","1","0","1","1","0","1","1","1","0"
"2293056.3","1","1","0","1","1","0","1","1","1","0"
"2293086.3","1","1","0","1","1","0","1","1","1","0"
"2293073.3","1","1","0","1","1","0","1","1","1","0"
"1982626.35","1","1","0","1","1","0","1","1","1","0"
"2293071.3","1","1","0","1","1","0","1","1","1","0"
"1982626.48","1","1","0","1","1","0","1","1","1","0"
"1982626.37","1","1","0","1","1","0","1","1","1","0"
"2293077.3","1","1","0","1","1","0","1","1","1","0"
"2293072.3","1","1","0","1","1","0","1","1","1","0"
"1982626.47","1","1","0","1","1","0","1","1","1","0"
"1982626.38","1","1","0","1","1","0","1","1","1","0"
"1982626.45","1","1","0","1","1","0","1","1","1","0"
"2584634.3","1","1","0","1","1","0","1","1","1","0"
"1982626.32","1","1","0","1","1","0","1","1","1","0"
"2293070.3","1","1","0","1","1","0","1","1","1","0"
"2293069.3","1","1","0","1","1","0","1","1","1","0"
"2293061.3","1","1","0","1","1","0","1","1","1","0"
"2293082.3","1","1","0","1","1","0","1","1","1","0"
"2293067.3","1","1","0","1","1","0","1","1","1","0"
"2293081.3","1","1","0","1","1","0","1","1","1","0"
"2293062.3","1","1","0","1","1","0","1","1","1","0"
"2293076.3","1","1","0","1","1","0","1","1","1","0"
"1982626.36","1","1","0","1","1","0","1","1","1","0"
"2293074.3","1","1","0","1","1","0","1","1","1","0"
"1982626.41","1","1","0","1","1","0","1","1","1","0"
"2293075.3","1","1","0","1","1","0","1","1","1","0"
"2293080.3","1","1","0","1","1","0","1","1","1","0"
"1982626.31","1","1","0","1","1","0","1","1","1","0"
"1982626.34","1","1","0","1","1","0","1","1","1","0"
"1982626.46","1","1","0","1","1","0","1","1","1","0"
"1982626.33","1","1","0","1","1","0","1","1","1","0"
"2293060.3","1","1","0","1","1","0","1","1","1","0"
"2293079.3","1","1","0","1","1","0","1","1","1","0"
"2293102.3","1","1","0","1","1","1","0","1","1","0"
"2292032.3","1","1","0","1","1","1","0","1","1","0"
"2997957.3","1","1","0","1","1","1","0","1","1","0"
"1796628.18","1","1","0","1","1","1","0","1","1","1"
"1796628.19","1","1","0","1","1","1","0","1","1","1"
"1796628.17","1","1","0","1","1","1","0","1","1","1"
"1796628.16","1","1","0","1","1","1","0","1","1","1"
"1776392.4","1","1","0","1","1","1","0","1","1","1"
"1211844.4","1","1","0","1","1","1","0","1","1","1"
"69824.3","1","1","0","1","1","1","1","1","1","0"
"69824.4","1","1","0","1","1","1","1","1","1","0"
"6666666.205227","1","1","0","1","1","1","1","1","1","1"
"556270.3","1","1","0","1","1","1","1","1","1","1"
"665941.3","1","1","0","1","1","1","1","1","1","1"
"469597.4","1","1","0","1","1","1","1","1","1","1"
"445974.6","1","1","0","1","1","1","1","1","1","1"
"428126.7","1","1","0","1","1","1","1","1","1","1"
"2292893.3","1","1","1","0","1","1","0","1","1","0"
"428127.7","1","1","1","0","1","1","0","1","1","0"
"2583452.3","1","1","1","0","1","1","0","1","1","0"
"2058290.4","1","1","1","0","1","1","0","1","1","0"
"679192.3","1","1","1","1","1","1","0","1","1","0"
"706433.3","1","1","1","1","1","1","1","1","1","0"
"2290870.3","1","1","1","0","1","0","1","1","1","0"
"6666666.201632","1","1","1","1","1","1","1","1","1","0"
"457422.3","1","1","1","1","1","1","1","1","1","0"
"658657.3","1","1","1","1","1","1","1","1","1","0"
"999413.4","1","1","1","1","1","1","1","1","1","0"
"908340.3","1","1","1","1","1","1","1","1","1","0"
"469614.3","1","1","1","1","1","1","1","1","1","0"
"1834207.4","1","1","1","1","1","1","1","1","1","0"
"658659.3","1","1","1","1","1","1","1","1","1","0"
"1034346.7","1","0","1","1","1","1","0","1","1","0"
"1034346.3","1","1","1","1","1","1","1","1","1","0"
"1123313.3","1","1","1","0","1","1","0","1","1","0"
"717960.3","1","1","1","0","1","0","0","1","1","0"
"518637.5","1","1","1","0","1","1","0","1","1","0"
"2652276.3","1","1","1","0","1","1","0","1","1","0"
"2292232.3","1","1","1","0","1","1","0","1","1","0"
"545696.5","1","1","0","1","1","1","0","1","1","0"
"1211819.3","1","1","0","1","1","1","0","1","1","0"
"552396.3","1","1","1","0","0","1","1","1","1","0"
"1796635.16","1","1","1","0","0","1","1","1","1","0"
"457402.3","1","1","1","0","0","1","1","1","1","0"
"2764325.5","1","1","1","1","1","1","1","1","1","0"
"2291995.3","1","1","1","1","1","1","1","1","1","0"
"2292278.3","1","1","1","1","1","1","1","1","1","0"
"2764325.6","1","1","1","1","1","1","1","1","1","0"
"2764325.4","1","1","1","1","1","1","1","1","1","0"
"2291993.3","1","1","1","1","1","1","1","1","1","0"
"2997010.3","1","1","1","1","1","1","1","1","1","0"
"2996995.3","1","1","1","1","1","1","1","1","1","0"
"702450.3","1","1","1","1","1","1","1","1","1","1"
"154288.56","1","1","1","1","1","1","1","1","1","1"
"910310.3","1","1","1","1","1","1","1","1","1","1"
"1175629.3","0","1","1","0","0","1","0","0","0","0"
"655812.3","1","1","1","1","1","1","0","1","1","0"
"908337.3","1","1","1","1","1","1","1","1","1","0"
"638301.3","1","1","1","1","1","1","1","1","1","0"
"46124.3","1","1","1","1","1","1","1","1","1","0"
"626369.3","1","1","1","1","1","1","1","1","1","0"
"749505.3","1","1","1","1","1","1","0","1","1","0"
"1134799.3","1","1","1","1","1","1","1","1","1","0"
"749508.3","1","1","1","1","1","1","0","1","1","0"
"749490.3","1","1","1","1","1","1","1","1","1","0"
"749506.3","1","1","1","1","1","1","0","1","1","0"
"749515.3","1","1","1","1","1","1","0","1","1","0"
"749518.3","1","1","1","1","1","1","0","1","1","0"
"749495.4","1","1","1","1","1","1","0","1","1","0"
"226185.1","1","1","1","1","1","1","1","1","1","0"
"1134787.3","1","1","1","1","1","1","1","1","1","0"
"749494.3","1","1","1","1","1","1","0","1","1","0"
"749497.3","1","1","1","1","1","1","0","1","1","0"
"749509.5","1","1","1","1","1","1","0","1","1","0"
"749516.3","1","1","1","1","1","1","0","1","1","0"
"749499.3","1","1","1","1","1","1","0","1","1","0"
"749501.3","1","1","1","1","1","1","0","1","1","0"
"749492.3","1","1","1","1","1","1","0","1","1","0"
"1169294.3","1","1","1","1","1","1","0","1","1","0"
"525271.4","1","1","1","1","1","1","0","1","1","0"
"1351.412","1","1","1","1","1","1","0","1","1","1"
"1134794.3","1","1","1","1","1","1","1","1","1","0"
"1134795.3","1","1","1","1","1","1","1","1","1","0"
"553209.3","1","0","1","1","1","1","0","1","1","0"
"491074.3","1","1","1","1","1","1","1","1","1","0"
"749493.3","1","1","1","1","1","1","0","1","1","0"
"749511.3","1","1","1","1","1","1","0","1","1","0"
"1134798.3","1","1","1","1","1","1","1","1","1","0"
"1134796.3","1","1","1","1","1","1","1","1","1","0"
"749514.3","1","1","1","1","1","1","0","1","1","0"
"1206105.3","1","1","1","1","1","1","0","1","1","0"
"749498.3","1","1","1","1","1","1","0","1","1","0"
"1134801.3","1","1","1","1","1","1","0","1","1","0"
"657310.3","1","0","1","1","1","1","0","1","1","0"
"749500.3","1","1","1","1","1","1","0","1","1","0"
"749496.3","1","1","1","1","1","1","0","1","1","0"
"1134785.3","1","1","1","1","1","1","1","1","1","0"
"525278.3","1","0","1","1","1","1","0","1","1","0"
"699186.3","1","1","1","1","1","1","1","1","1","0"
"749504.3","1","1","1","1","1","1","0","1","1","0"
"1134790.3","1","1","1","1","1","1","1","1","1","0"
"1134784.3","1","1","1","1","1","1","0","1","1","0"
"1261557.3","1","1","1","1","1","1","0","1","1","0"
"1134788.3","1","1","1","1","1","1","1","1","1","0"
"1134786.3","1","1","1","1","1","1","1","1","1","0"
"749510.3","1","1","1","1","1","1","0","1","1","0"
"749507.3","1","1","1","1","1","1","0","1","1","0"
"699185.3","1","1","1","1","1","1","1","1","1","0"
"1134789.3","1","1","1","1","1","1","1","1","1","0"
"1134793.3","1","1","1","1","1","1","1","1","1","0"
"474186.5","1","1","1","1","1","1","0","1","1","0"
"491075.3","1","1","1","1","1","1","0","1","1","0"
"749502.3","1","1","1","1","1","1","0","1","1","0"
"749491.3","1","1","1","1","1","1","0","1","1","0"
"749513.3","1","1","1","1","1","1","0","1","1","0"
"1134800.3","1","1","1","1","1","1","1","1","1","0"
"936153.3","1","1","1","1","1","1","0","1","1","0"
"1134792.3","1","1","1","1","1","1","1","1","1","0"
"565638.4","1","1","1","1","1","1","0","1","1","0"
"1134791.3","1","1","1","1","1","1","1","1","1","0"
"749503.3","1","1","1","1","1","1","0","1","1","0"
"749512.3","1","1","1","1","1","1","0","1","1","0"
"565641.4","1","1","1","1","1","1","0","1","1","0"
"33945.4","1","1","1","1","1","1","0","1","1","0"
"33945.14","1","1","1","1","1","1","1","1","1","1"
"33945.8","1","1","1","1","1","1","0","1","1","0"
"33945.15","1","1","1","1","1","1","0","1","1","1"
"1140002.4","1","1","1","1","1","1","0","1","1","1"
"33945.7","1","1","1","1","1","1","0","1","1","0"
"33945.10","1","1","1","1","1","1","0","1","1","1"
"71451.16","1","1","1","1","1","1","0","1","1","0"
"71451.14","1","1","1","1","1","1","0","1","1","0"
"71451.18","1","1","1","1","1","1","0","1","1","0"
"44007.3","1","1","1","1","1","1","0","1","1","0"
"1158602.4","1","1","1","1","1","1","0","1","1","0"
"1140001.4","1","1","1","1","1","1","0","1","1","0"
"1138937.4","1","1","1","1","1","1","1","1","1","0"
"749524.3","1","1","1","1","1","1","1","1","1","0"
"1134805.3","1","1","1","1","1","1","1","1","1","0"
"1157486.3","1","1","1","0","1","1","1","1","1","0"
"1104325.3","1","1","1","0","1","1","1","1","1","0"
"1138889.3","1","1","1","0","1","1","1","1","1","0"
"1169666.3","1","1","1","0","1","1","1","1","1","0"
"1157420.3","1","1","1","0","1","1","1","1","1","0"
"1169668.3","1","1","1","0","0","1","1","1","1","0"
"883162.3","1","1","1","0","0","1","1","1","1","0"
"1158600.4","1","1","1","0","1","1","1","1","1","0"
"1157430.3","1","1","1","0","1","1","1","1","1","0"
"1138892.3","1","1","1","0","1","1","1","1","1","0"
"749520.3","1","1","1","1","1","1","1","1","1","0"
"749523.3","1","1","1","1","1","1","1","1","1","0"
"1157440.3","1","1","1","0","1","1","1","1","1","0"
"1169669.3","1","1","1","0","1","1","1","1","1","0"
"1138885.3","1","1","1","0","1","1","1","1","1","0"
"1169667.3","1","1","1","0","1","1","1","1","1","0"
"1138938.4","1","1","1","1","1","1","1","1","1","0"
"1155766.14","1","1","1","1","1","1","1","1","1","0"
"1157483.3","1","1","1","0","1","1","1","1","1","0"
"749525.3","1","1","1","1","1","1","1","1","1","0"
"1134819.3","1","1","1","1","1","1","1","1","1","0"
"1138939.4","1","1","1","1","1","1","1","1","1","0"
"1138887.3","1","1","1","0","1","1","1","1","1","0"
"749521.3","1","1","1","1","1","1","1","1","1","0"
"768486.3","1","1","1","1","1","1","0","1","1","0"
"1354.8","1","1","1","1","1","1","0","1","1","0"
"1354.82","1","1","1","1","1","1","0","1","1","0"
"1354.41","1","1","1","1","1","1","0","1","1","0"
"1354.73","1","1","1","1","1","1","0","1","1","0"
"1354.64","1","1","1","1","1","1","0","1","1","0"
"1134806.3","1","1","1","1","1","1","1","1","1","0"
"565663.4","1","1","1","1","1","1","1","1","1","0"
"525279.3","1","1","1","1","1","1","1","1","1","0"
"565662.4","1","1","1","1","1","1","1","1","1","0"
"702448.3","1","1","1","1","1","1","1","1","1","0"
"1138926.3","1","1","1","1","1","1","1","1","1","0"
"791161.5","1","1","1","1","1","1","1","1","1","0"
"6666666.201639","1","1","1","1","1","1","1","1","1","1"
"1158610.4","1","1","1","1","1","1","0","1","1","1"
"417368.24","1","1","1","1","1","1","0","1","1","0"
"417368.22","1","1","1","1","1","1","0","1","1","0"
"417368.20","1","1","1","1","1","1","0","1","1","0"
"1158606.4","1","1","1","1","1","1","0","1","1","0"
"1155073.7","1","1","1","1","1","1","0","1","1","1"
"1139219.4","1","1","1","1","1","1","0","1","1","0"
"2364791.3","1","1","1","1","1","1","0","1","1","0"
"565654.4","1","1","1","1","1","1","0","1","1","0"
"565652.4","1","1","1","1","1","1","0","1","1","0"
"565655.4","1","1","1","1","1","1","0","1","1","0"
"6666666.201636","1","1","1","1","1","1","0","1","1","0"
"565653.4","1","1","1","1","1","1","1","1","1","0"
"742813.4","1","1","1","1","1","1","1","1","1","1"
"1182762.3","1","1","1","1","1","1","1","1","1","0"
"888066.3","1","1","1","1","1","1","0","1","1","0"
"1121864.4","1","1","1","1","1","1","0","1","1","0"
"1139996.4","1","1","1","1","1","1","0","1","1","0"
"936140.3","0","1","1","1","1","1","1","0","0","1"
"1046598.4","0","1","1","1","1","1","1","0","0","0"
"1221537.3","0","1","1","1","1","1","1","0","0","0"
"941770.3","0","1","1","1","1","1","1","0","0","0"
"714313.3","0","1","1","1","1","1","1","0","0","0"
"348151.3","0","1","1","1","1","1","1","0","0","0"
"498216.5","1","1","1","1","1","1","1","1","1","0"
"525337.3","1","1","1","1","1","1","1","1","1","0"
"543734.4","1","1","1","1","1","1","1","1","1","0"
"537973.8","1","1","1","1","1","1","1","1","1","0"
"1215914.3","1","1","1","1","1","1","1","1","1","0"
"998820.3","1","1","1","1","1","1","1","1","1","0"
"999378.3","1","1","1","1","1","1","1","1","1","0"
"321967.11","1","1","1","1","1","1","1","1","1","0"
"47715.283","1","1","1","1","1","1","1","1","1","0"
"568704.3","1","1","1","1","1","1","1","1","1","0"
"568703.9","1","1","1","1","1","1","1","1","1","0"
"1088720.3","1","1","1","1","1","1","1","1","1","0"
"1002365.5","1","1","1","1","1","1","1","1","1","0"
"525361.3","1","1","1","1","1","1","1","1","1","0"
"880592.5","1","1","1","1","1","1","1","1","1","0"
"2799577.4","1","1","1","1","1","1","1","1","1","0"
"1046597.4","1","1","1","1","1","1","1","1","1","0"
"767468.48","1","1","1","1","1","1","1","1","1","0"
"1327988.3","1","1","1","1","1","1","1","1","1","0"
"220668.1","1","1","1","1","1","1","1","1","1","0"
"525338.3","1","1","1","1","1","1","1","1","1","0"
"1284663.3","1","1","1","1","1","1","1","1","1","0"
"889932.4","1","1","1","1","1","1","1","1","1","0"
"644042.3","1","1","1","1","1","1","1","1","1","0"
"1136177.4","1","1","1","1","1","1","1","1","1","0"
"1314884.3","0","1","1","1","1","1","1","0","0","0"
"272621.13","0","1","1","1","1","1","1","0","0","0"
"525306.3","0","1","1","1","1","1","1","0","0","0"
"585524.3","0","1","1","1","1","1","1","0","0","0"
"695560.3","0","1","1","1","1","1","1","0","0","0"
"891391.3","0","1","1","1","1","1","1","0","0","0"
"695562.4","0","1","1","1","1","1","1","0","0","0"
"575597.3","0","1","1","1","1","1","1","0","0","0"
"491076.4","0","1","1","1","1","1","1","0","0","0"
"440496.3","0","1","1","1","1","1","1","0","0","0"
"748671.3","0","1","1","1","1","1","1","0","0","0"
"679188.3","0","1","1","1","1","1","1","0","0","0"
"575596.3","0","1","1","1","1","1","1","0","0","0"
"575595.3","0","1","1","1","1","1","1","0","0","0"
"390333.7","0","1","1","1","1","1","1","0","0","0"
"321956.7","0","1","1","1","1","1","1","0","0","0"
"767455.3","0","1","1","1","1","1","1","0","0","0"
"353496.3","0","1","1","1","1","1","1","0","0","0"
"324831.13","0","1","1","1","1","1","1","0","0","0"
"575603.3","0","1","1","1","1","1","1","0","0","0"
"559301.5","0","1","1","1","1","1","1","0","0","0"
"575604.3","0","1","1","1","1","1","1","0","0","0"
"630527.3","0","1","1","1","1","1","1","0","0","0"
"679196.3","0","1","1","1","1","1","1","0","0","0"
"585520.4","0","1","1","1","1","1","1","0","0","0"
"767462.3","0","1","1","1","1","1","1","0","0","0"
"880633.7","0","1","1","1","1","1","1","0","0","1"
"405566.6","0","1","1","1","1","1","1","0","0","0"
"879301.3","0","1","1","1","1","1","0","0","0","0"
"888801.3","0","1","1","1","1","1","0","0","0","0"
"879296.3","0","1","1","1","1","1","0","0","0","0"
"879298.3","0","1","1","1","1","1","0","0","0","0"
"879295.3","0","1","1","1","1","1","0","0","0","0"
"928328.3","0","1","1","1","1","1","0","0","0","0"
"665945.3","0","1","1","1","1","1","0","0","0","0"
"879299.3","0","1","1","1","1","1","0","0","0","0"
"879302.3","0","1","1","1","1","1","0","0","0","0"
"879303.3","0","1","1","1","1","1","0","0","0","0"
"879300.3","0","1","1","1","1","1","0","0","0","0"
"928327.3","0","1","1","1","1","1","0","0","0","0"
"879304.3","0","1","1","1","1","1","0","0","0","0"
"525328.4","0","1","1","1","1","1","0","0","0","0"
"713605.5","0","1","1","1","1","1","0","0","0","0"
"575607.3","0","1","1","1","1","1","1","0","0","0"
"440497.10","0","1","1","1","1","1","1","0","0","0"
"596325.3","0","1","1","1","1","1","1","0","0","0"
"525330.3","0","1","1","1","1","1","1","0","0","0"
"1037411.3","0","1","1","1","1","1","1","0","0","0"
"633699.4","0","1","1","1","1","1","1","0","0","0"
"257314.1","0","1","1","1","1","1","1","0","0","0"
"909954.3","0","1","1","1","1","1","1","0","0","0"
"1033837.3","0","1","1","1","1","1","1","0","0","1"
"525329.3","0","1","1","1","1","1","1","0","0","0"
"575606.3","0","1","1","1","1","1","1","0","0","0"
"575605.3","0","1","1","1","1","1","1","0","0","0"
"2012495.27","0","1","1","0","1","1","1","0","0","0"
"525326.3","0","1","1","1","1","1","1","0","0","0"
"1203066.3","0","1","1","1","1","1","1","0","0","0"
"525365.3","1","1","1","1","1","1","1","1","1","0"
"1293592.4","1","1","1","1","1","1","1","1","1","0"
"314315.12","1","1","1","1","1","1","0","1","1","0"
"1071400.3","0","1","1","1","1","1","1","0","0","0"
"511437.3","0","1","1","1","1","1","1","0","0","0"
"525310.3","0","1","1","1","1","1","1","0","0","0"
