"Y","DeoK","DeoM","DeoM2","DeoC","AldH","DeoP","DeoE","DeoF","DeoG","DeoH","DeoQ","DeoI"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"1","1","1","0","1","0","1","0","0","0","0","1","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"1","1","1","0","1","0","1","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","1","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"1","1","1","0","1","0","1","0","0","0","0","1","0"
"1","1","1","0","1","0","1","0","0","0","0","1","0"
"1","1","1","0","1","0","1","0","0","0","0","1","0"
"1","1","1","0","1","0","1","0","0","0","0","1","0"
"1","1","1","0","1","0","1","0","0","0","0","1","0"
"1","1","1","0","1","0","1","0","0","0","0","1","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"1","1","1","0","1","0","1","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","0","0","0","0","0","0"
