"Y","HisG","HisZ","HisE","HisE2","HisI","HisA","HisH","HisF","HisB","HisC","HisJ1","HisJ2","HisJ3","HisD","YuiF","HisX","HisY","HisZt","HisJt","HisQ","HisM","HisP","HutT","HisT","HutT2","HisR"
"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","0","1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","0","1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","0","1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","0","1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","0","1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"1","1","1","1","0","1","1","1","1","1","1","1","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0"
"1","1","1","1","0","1","1","1","1","1","1","1","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","0","1","1","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"1","1","1","1","0","1","1","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"1","1","1","1","0","1","1","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","0","1","1","1","1","1","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0"
